label,x_px,y_px,area_px,color_l,color_a,color_b,circularity,eccentricity,extent,vari,gli,gap_fraction,solidity,cluster_id,is_tree,lat,lon,z_area,z_vigor,z_gap,z_solidity,flag,motivo
11,243.78040057224607,116.73247496423463,1398.0,46.095151947519184,-30.69165245731813,32.28381622734291,0.9053924064017493,0.45759291928099094,0.7740863787375415,0.3610668652021434,0.3299005944381744,0.0021459227467811592,0.9735376044568245,-1,True,,,-1.7940782312925168,0.6467609450049382,1.042145922746846,-0.49047761774194376,normal,
12,59.676745860331174,307.50467962562993,1389.0,39.589318729377986,-25.338066240755985,23.420397691322346,0.8920452499454108,0.43822088113991714,0.7691029900332226,0.3904712095825153,0.2898229448871702,0.003599712023038104,0.9692951849267272,-1,True,,,-1.75278231292517,0.39399708925496174,2.2051148308135433,0.3658022907235484,normal,
13,432.82057231245165,493.6334106728538,1293.0,38.696956097376045,-25.27740074298817,21.438941227709446,0.9259471188426528,0.09723183288618518,0.7691850089232599,0.4130984568667338,0.28234770872442183,0.0,0.9743782969103241,-1,True,,,-1.3122925170068027,0.1994901077497029,-0.6745,-0.6601609911149117,normal,
14,489.7131901840491,53.30751533742331,1304.0,35.67699048500145,-24.428085410542845,27.672462578752455,0.8767637396678208,0.2748254429374584,0.7572590011614402,0.3268698241641642,0.33385498062607494,0.0015337423312883347,0.9673590504451038,-1,True,,,-1.362765306122449,0.9407234913615148,0.5524279141104439,0.756587088158065,normal,
15,61.50112528132033,119.304576144036,1333.0,38.56607765983028,-28.75702390312712,27.87803823178507,0.9264071124982881,0.49797041948419146,0.7740998838559814,0.44864460907454495,0.3679708150510284,0.0,0.9794268919911829,-1,True,,,-1.495829931972789,-0.10606958686193593,-0.6745,-1.6791574630687396,normal,
16,173.98910505836577,301.4396887159533,1285.0,39.21668832475933,-26.65523965355121,26.456641545247784,0.8898338999647176,0.31247980405397485,0.7462253193960511,0.3810449296079489,0.31934094588953554,0.003112840466926059,0.969079939668175,-1,True,,,-1.2755850340136055,0.4750267099439595,1.815638521400813,0.4092468838344261,normal,
17,243.56735340729003,423.946117274168,1262.0,41.52989729267591,-28.41946727609532,29.357618795023587,0.9199477363119242,0.13659840068091358,0.7507436049970255,0.36567045038598467,0.3277296743262707,0.0,0.9715165511932256,-1,True,,,-1.1700510204081633,0.6071878830693039,-0.6745,-0.08255301451000603,normal,
18,491.0595041322314,122.17190082644628,1210.0,44.84393867463065,-32.052718658556756,29.5354138980712,0.9013544781463451,0.2132657163915545,0.75625,0.44003419008506234,0.3394665047505193,0.0024793388429752428,0.971107544141252,-1,True,,,-0.9314523809523809,-0.032053221278309965,1.308864462809981,-0.0,normal,
19,551.240632805995,300.278101582015,1201.0,40.12231730886427,-26.93437773546438,26.07459063407302,0.9263645608121576,0.053874087178293895,0.7698717948717949,0.37888255939942217,0.30814753411156276,0.0,0.9724696356275304,-1,True,,,-0.8901564625850341,0.4936147466094171,-0.6745,-0.27492131905336564,normal,
20,616.679727427598,359.8841567291312,1174.0,39.86655272215961,-23.361439177766496,27.519218508991752,0.9345978972198369,0.134548477149469,0.7718606180144642,0.2720000147819519,0.27950310707092285,0.0,0.9734660033167496,-1,True,,,-0.7662687074829931,1.4123920449706266,-0.6745,-0.4760258132387878,normal,
21,608.8110918544194,119.16117850953206,1154.0,37.961939349855946,-31.17582947445895,29.134128729826873,0.9066801642823881,0.10719054552764747,0.7587113740959894,0.49245231539217604,0.40085258938701407,0.0,0.9697478991596639,-1,True,,,-0.6745,-0.4826467557716616,-0.6745,0.2744275223419866,normal,
22,360.8465430016863,491.47048903878584,1186.0,39.59478807602026,-28.3661892807461,33.70872978131414,0.9354079663047539,0.16720764013656406,0.7802631578947369,0.32736727063862914,0.37225625347848634,0.000843170320404707,0.9785478547854786,-1,True,,,-0.8213299319727891,0.936447371911665,0.0,-1.5017346757422263,normal,
23,178.78846153846155,243.09113712374582,1196.0,40.31144389231295,-24.468643152017343,27.483719017184498,0.8829432373948102,0.3171905795898459,0.7666666666666667,0.2984048222015646,0.28943563746265055,0.0025083612040134318,0.968421052631579,-1,True,,,-0.8672142857142857,1.1854126283449637,1.3320811036790081,0.5422350825222121,normal,
24,55.01977848101266,53.57911392405063,1264.0,46.92272134410282,-35.54923733724679,33.987633621008364,0.9166082503824584,0.49483678257231706,0.7707317073170732,0.4723498488273884,0.38639501094798956,0.0,0.9745566692367,-1,True,,,-1.1792278911564624,-0.3098431423575661,-0.6745,-0.6961632389403369,normal,
25,183.96875,55.24679487179487,1248.0,40.306902387492705,-26.128521619562388,22.68658740059874,0.9050056143016677,0.49615306299756734,0.7804878048780488,0.42787470515199505,0.29104304927414676,0.0,0.9734789391575663,-1,True,,,-1.105812925170068,0.07247141140377275,-0.6745,-0.478636752706679,normal,
26,492.61975524475525,431.34527972027973,1144.0,39.64590361466267,-27.06669905519333,21.483738949299745,0.9192675638675125,0.10746492592693835,0.7719298245614035,0.4651002407243306,0.2955159992565746,0.0,0.9744463373083475,-1,True,,,-0.6286156462585034,-0.24752449742874527,-0.6745,-0.6738941038771306,normal,
27,56.0313339301701,433.1065353625783,1117.0,42.967684778892014,-31.533767101935982,27.69899858071915,0.9060399627324913,0.21259845107273212,0.7735457063711911,0.4734401863715349,0.3436496400982208,0.0008952551477170445,0.974694589877836,-1,True,,,-0.5047278911564625,-0.3192158363432684,0.04166562220229634,-0.7240008144393052,normal,
28,114.74033613445378,244.55546218487396,1190.0,43.19168131144083,-32.31386982673887,35.216397629641286,0.8674626039708319,0.4426062764970067,0.725609756097561,0.3915111627997126,0.39745327021903165,0.005042016806722671,0.9612277867528272,-1,True,,,-0.8396836734693878,0.38505750598869276,3.3588966386555184,1.994106828003328,revisar,gap
29,614.3076923076923,180.63619909502262,1105.0,39.65035762136101,-36.36073901265179,26.277588393320116,0.9048028625193465,0.14659792836711158,0.7652354570637119,0.8193191017567841,0.45355933888634137,0.0,0.9701492537313433,-1,True,,,-0.44966666666666666,-3.2924393554418367,-0.6745,0.19341906632726485,normal,
30,244.59791122715404,239.00261096605743,1149.0,41.06035161804574,-30.332596352553676,26.695366632018338,0.8828955917221178,0.3220171254313751,0.7753036437246964,0.4783943795560137,0.3460819702749477,0.003481288076588318,0.9688026981450253,-1,True,,,-0.6515578231292517,-0.36180277367607366,2.11038076588341,0.46520465613423256,normal,
31,488.90506329113924,301.5895117540687,1106.0,40.34650927696997,-31.604745709509857,33.03303745062078,0.9340456624181228,0.08914003336059462,0.786628733997155,0.41553911345776773,0.398354268525045,0.0,0.9744493392070485,-1,True,,,-0.45425510204081626,0.17850988242887814,-0.6745,-0.6745,normal,
32,546.9385052034058,369.2450331125828,1057.0,41.80426974382644,-35.33232989862637,29.578369089834407,0.9317475144008465,0.09014224298753148,0.7720964207450693,0.5945945978164673,0.4132492244243622,0.0,0.9732965009208103,-1,True,,,-0.22942176870748301,-1.360676097514135,-0.6745,-0.4418138511615176,normal,
33,115.02931034482759,118.94224137931035,1160.0,41.861119412453085,-23.42160440139771,26.17093433812934,0.9270299612141415,0.49886689997747913,0.7827260458839406,0.3016022275314377,0.27586018991805134,0.017241379310344862,0.9780775716694773,-1,True,,,-0.7020306122448979,1.1579272850528433,13.117862068965787,-1.4068138456202683,revisar,gap
34,430.5374087591241,113.98266423357664,1096.0,37.81966083185467,-23.1975386429907,27.693421531034762,0.9182795265583402,0.24046318246908857,0.7395411605937922,0.28000514038811253,0.2981486797964126,0.0036496350364964014,0.9733570159857904,-1,True,,,-0.4083707482993197,1.3435788659450572,2.245051094890603,-0.45402806852835137,normal,
35,426.04146576663453,180.7897782063645,1037.0,41.62351327684976,-36.330187208459435,34.48679701270243,0.8943288505238323,0.16313461990306316,0.7375533428165008,0.5429111430125101,0.46139762332894646,0.002892960462873684,0.9664492078285182,-1,True,,,-0.13765306122448978,-0.9163978933910663,1.6397439729990841,0.9402275666446681,normal,
36,49.61037735849057,483.1811320754717,1060.0,41.45211978598734,-29.225011748791914,34.73713707550739,0.9126441071260696,0.1189575106981774,0.7742878013148283,0.325273282488562,0.3684805849444051,0.0,0.9715857011915674,-1,True,,,-0.24318707482993196,0.9544475868410969,-0.6745,-0.09651008637205861,normal,
37,545.0180360721442,484.0,998.0,45.072562476239234,-37.67683797833651,34.45532433515859,0.9362085077534436,0.06383888478366885,0.792063492063492,0.5390625,0.4277286231517792,0.0,0.9727095516569201,-1,True,,,0.04129591836734694,-0.8833144199198256,-0.6745,-0.3233454021096857,normal,
38,429.4106614017769,428.0937808489635,1013.0,49.220043675016996,-38.01942777327276,30.782789294861118,0.9329330175651342,0.11051788723585615,0.7816358024691358,0.5652948474623667,0.37111719846284164,0.0,0.9768563162970106,-1,True,,,-0.027530612244897956,-1.1088113466388243,-0.6745,-1.1603185541645584,normal,
39,303.11519364448856,491.3733862959285,1007.0,41.64928897706636,-33.79953539534912,35.344306041768775,0.9312721209797271,0.16371835708950228,0.7992063492063493,0.4363053976350058,0.42605899901766525,0.0009930486593843213,0.9757751937984496,-1,True,,,-0.0,-0.0,0.11989622641511745,-0.9421073500296794,normal,
40,242.46974063400577,493.6292026897214,1041.0,45.19844525584645,-33.547155475447205,32.1949943794963,0.949176157117746,0.093976089094316,0.7815315315315315,0.43888582406595966,0.36332340757868015,0.0,0.9774647887323944,-1,True,,,-0.15600680272108844,-0.022181706408065053,-0.6745,-1.2831311891663184,normal,
41,556.0735586481113,235.60238568588468,1006.0,43.77307792294981,-23.111156883404306,20.140208040591524,0.926486293850469,0.1484900746616634,0.7552552552552553,0.32822141680074024,0.22379871076861652,0.0009940357852882276,0.970106075216972,-1,True,,,0.00458843537414966,0.9291050120713497,0.1206858846918286,0.2021341153862355,normal,
42,300.8398357289528,430.86550308008214,974.0,45.572888913525965,-36.45784808078739,31.009805498021176,0.942085920367604,0.07202646174129496,0.773015873015873,0.552190182810875,0.3899267962779964,0.0,0.9769307923771314,-1,True,,,0.15141836734693875,-0.9961618169376086,-0.6745,-1.1753506297563927,normal,
43,300.6072695035461,177.79432624113474,1128.0,44.77973276600486,-22.514753567302094,24.754906146969102,0.8371402079825486,0.3466182260702632,0.7611336032388664,0.2870686639563498,0.24278368959174465,0.09663120567375882,0.9510961214165261,-1,True,,,-0.5552006802721088,1.282859829696785,76.62630939716445,4.039058159483716,revisar,gap;solidity
44,609.051094890511,236.49426485922837,959.0,38.34974753288217,-25.22631738340032,25.51034372563407,0.9049814198767387,0.179007497991806,0.7399691358024691,0.35259974314379616,0.30208428809856286,0.0,0.963819095477387,-1,True,,,0.22024489795918364,0.7195455101320614,-0.6745,1.4710832133583567,normal,
45,308.9623824451411,302.55485893416926,957.0,47.1762031618119,-33.68676144635253,43.048480416029,0.90309407593539,0.1666870024604397,0.7595238095238095,0.3092657443497996,0.4104162072227604,0.0010449320794148065,0.9686234817813765,-1,True,,,0.22942176870748301,1.0920506229325695,0.16140073145244502,0.5013772624434456,normal,
46,244.88726513569938,362.2359081419624,958.0,42.31093252968087,-27.534750288921725,24.80478472397807,0.8838003887270298,0.22293809132865577,0.7603174603174603,0.4003180453965989,0.29297493612111813,0.0020876826722338038,0.9716024340770791,-1,True,,,0.22483333333333333,0.3093523117653421,0.9955563674321662,-0.09988741234670748,normal,
47,59.3427704752275,371.1162790697674,989.0,41.45674062354982,-30.083155110347878,33.859795474591664,0.9017629388947654,0.35347794613602057,0.7631172839506173,0.3597851591905121,0.3784676074319688,0.0030333670374115274,0.9696078431372549,-1,True,,,0.08259183673469388,0.6577786690951958,1.7520631951466556,0.30269609813878845,normal,
48,424.34891304347826,307.06847826086954,920.0,40.66573122383699,-32.158869849228324,32.39860537848924,0.9219245660632249,0.1026219617473326,0.773109243697479,0.43850060451532835,0.3976995747536421,0.0,0.9714889123548046,-1,True,,,0.3991938775510204,-0.01887030528759525,-0.6745,-0.07697445683430335,normal,
49,613.81217750258,52.664602683178536,969.0,46.20893017558311,-35.220998141884685,26.35625039943727,0.9237729816546267,0.2582870748562347,0.7690476190476191,0.6054183624192718,0.3545011148986986,0.0041279669762641635,0.9748490945674044,-1,True,,,0.17436054421768707,-1.4537186914704636,2.627696078431409,-0.7551856749894201,revisar,gap
50,177.05294705294705,117.55144855144856,1001.0,47.59961552226272,-36.47287759223958,30.633732472696334,0.8999582888554097,0.49341707554573727,0.7515015015015015,0.5696884593530953,0.3785448373657289,0.0009990009990009652,0.9662162162162162,-1,True,,,0.027530612244897956,-1.1465794487873906,0.1246578421578291,0.9872540417586376,normal,
51,492.7085590465872,177.53521126760563,923.0,41.375871076089766,-23.785019159813057,28.68405343870476,0.9113962905689428,0.16183507702823036,0.7534693877551021,0.26308756939994166,0.2785595672902321,0.0021668472372697867,0.9695378151260504,-1,True,,,0.38542857142857145,1.4890046716551972,1.0588846153846572,0.3168303860371893,normal,
52,362.76939890710383,242.43060109289618,915.0,43.592784678006794,-24.55686830982164,23.851962937943355,0.9169141064650554,0.14876562597240583,0.746938775510204,0.3195259585991868,0.25041152460327565,0.0,0.9651898734177216,-1,True,,,0.4221360544217687,1.0038523866125264,-0.6745,1.1944086409948615,normal,
53,614.6143790849674,303.437908496732,918.0,45.87609094393702,-40.60964221314255,35.79360573229042,0.9477582489932036,0.09344671593203724,0.7941176470588235,0.6190476417541504,0.4674556255340576,0.0,0.9765957446808511,-1,True,,,0.4083707482993197,-1.5708778823442107,-0.6745,-1.1077253964037812,normal,
54,173.51925192519252,429.75577557755776,909.0,44.99575275452873,-37.42433719362923,35.12655693516959,0.9205067846635261,0.20317053887548753,0.7638655462184873,0.5230311420638569,0.4310954151279626,0.002200220022002153,0.9742765273311897,-1,True,,,0.44966666666666666,-0.745506625519471,1.085581408140807,-0.6396200603353209,normal,
55,556.9853603603603,60.40427927927928,888.0,41.053165382877715,-34.82344466919271,32.56245687680095,0.8992409513544677,0.160564695647812,0.7681660899653979,0.5268602321545283,0.43323077955220296,0.0,0.9694323144104804,-1,True,,,0.5460238095238096,-0.7784220193406025,-0.6745,0.3381244005566058,normal,
56,177.24451410658307,184.09404388714734,957.0,41.01687370978823,-26.399853930865053,27.884066842240934,0.8850321944166821,0.4235735952858699,0.7595238095238095,0.34160839749525457,0.30817179479164264,0.0031347962382445305,0.9637462235649547,-1,True,,,0.22942176870748301,0.8140286541895302,1.8332021943574237,1.4857915075439216,normal,
57,370.2566168009206,361.1818181818182,869.0,41.76413258993283,-11.47191459808099,22.92300944308713,0.9027769116337632,0.14471116271448436,0.7517301038062284,0.07220301461610751,0.1466907437280425,0.0011507479861909697,0.9655555555555555,-1,True,,,0.6332040816326531,3.1298749949699642,0.24604890678938574,1.120600224526268,revisar,vigor
58,111.64365256124722,367.34187082405344,898.0,40.61701366195818,-28.471899539717974,30.453805082733826,0.8998785438312785,0.2825407889276806,0.7546218487394958,0.36300613867318077,0.3452704868635644,0.00222717149220486,0.9635193133047211,-1,True,,,0.5001394557823129,0.630090679089394,1.1071414253897547,1.5315905369619849,normal,
59,617.2078521939953,426.7921478060046,866.0,46.40316203022166,-30.180426914782387,27.412104929121693,0.952088634723148,0.1178643952716487,0.7952249770431589,0.4000000059604645,0.2978723347187042,0.0,0.9774266365688488,-1,True,,,0.646969387755102,0.312086223228151,-0.6745,-1.2754306468515255,normal,
60,247.19393282773564,55.67280606717227,923.0,44.124240642225914,-34.440218633728044,32.13906000274961,0.9058769690347038,0.47994882888836926,0.7756302521008404,0.5034596427330669,0.397453931596671,0.0010834236186348933,0.968520461699895,-1,True,,,0.38542857142857145,-0.5772672806912013,0.19219230769232856,0.5221705916545747,normal,
61,426.4895348837209,237.86627906976744,860.0,42.62553723484067,-34.79637870815861,31.985028501702573,0.9168542450505448,0.20158369906128923,0.7664884135472371,0.5147708500064043,0.4081063811277408,0.0011627906976744429,0.9673790776152981,-1,True,,,0.6745,-0.6745,0.25568255813957064,0.7525448515666402,normal,
62,365.91695501730106,424.5928489042676,867.0,45.11340788657189,-33.975504418893415,31.528683476628025,0.924317012161421,0.11408006726323984,0.75,0.4632651481837584,0.3663851192163039,0.0,0.9665551839464883,-1,True,,,0.6423809523809524,-0.2317497853585563,-0.6745,0.9188375980309512,normal,
63,112.97036223929747,179.7782656421515,911.0,43.288361366885304,-29.05360962391621,31.10833224184094,0.9265641203354287,0.5128008935748999,0.7655462184873949,0.35628613952596383,0.3343912594239652,0.0,0.9722518676627535,-1,True,,,0.4404897959183673,0.6878567313813453,-0.6745,-0.23096754889390947,normal,
64,184.894674556213,492.5242603550296,845.0,42.563990598151264,-38.67397232541732,30.911804212367592,0.9349933472649895,0.15086368648431614,0.7531194295900179,0.7186314025662355,0.4644243535751025,0.0,0.9723820483314154,-1,True,,,0.7433265306122449,-2.426913814563411,-0.6745,-0.2572429066832457,normal,
65,362.29732739420933,55.702672605790646,898.0,37.482318359609906,-24.5155630946308,24.326866285287753,0.9133420198257026,0.44739213661757665,0.7768166089965398,0.37045954020106897,0.3040757832946546,0.0033407572383074013,0.9697624190064795,-1,True,,,0.5001394557823129,0.566020197385358,1.9979621380847208,0.27149687085548346,normal,
66,244.185960591133,302.1650246305419,812.0,43.06657613078517,-33.92934475243736,31.919172031475448,0.9084383821045967,0.19463570861230947,0.7689393939393939,0.4818329474868097,0.3917861278105775,0.0,0.9678188319427891,-1,True,,,0.8947448979591837,-0.39136118440623746,-0.6745,0.6637858798006735,normal,
67,50.50116279069768,244.45348837209303,860.0,42.621879001261746,-35.505648679785445,32.66240685622294,0.8973822817183041,0.48575981252329387,0.7664884135472371,0.5657510449709154,0.43941446654796384,0.0011627906976744429,0.9662921348314607,-1,True,,,0.6745,-1.1127328842100306,0.25568255813957064,0.971930808294531,normal,
68,177.73972602739727,364.16438356164383,803.0,46.051632891773004,-34.161164911243446,31.90990588116235,0.9168064451882759,0.26306467981906584,0.7604166666666666,0.45719078733385127,0.3627699641351371,0.00249066002490661,0.9674698795180723,-1,True,,,0.9360408163265305,-0.17953373014651977,1.317920921544252,0.7342176106032231,normal,
69,365.64005412719894,119.81732070365359,739.0,38.87384199766952,-23.9889680805564,27.458358639325645,0.9075809172585976,0.290730401445283,0.7449596774193549,0.29494934764480235,0.29565708360985093,0.0027063599458727605,0.9672774869109948,-1,True,,,1.2297006802721089,1.2151163707958992,1.4904715832205737,0.7730496786740506,normal,
70,548.3825966850828,181.55662983425415,724.0,38.66432853373628,-28.57738347744396,24.169455648748844,0.9457114258718009,0.1168226722884771,0.7784946236559139,0.4799539431600281,0.33291367099244784,0.0,0.9705093833780161,-1,True,,,1.2985272108843537,-0.3752090004818358,-0.6745,0.1207313515218442,normal,
71,431.6473029045643,361.5919778699862,723.0,40.93161576708289,-26.894207525548964,25.992582341114414,0.9490951744464796,0.08544838862370986,0.8033333333333333,0.3723455657551315,0.30060314165523605,0.0,0.9717741935483871,-1,True,,,1.3031156462585034,0.549807658009508,-0.6745,-0.1345549371698149,normal,
72,485.9483960948396,484.6039051603905,717.0,44.478178637901685,-36.04758910064265,31.775039703746568,0.936567807113372,0.1303487233156185,0.7709677419354839,0.5365853905677795,0.4000000059604645,0.0,0.9676113360323887,-1,True,,,1.3306462585034013,-0.8620208408791505,-0.6745,0.7056663628373232,normal,
73,121.49611398963731,60.19948186528497,772.0,42.902335844415454,-33.967666560116,28.833271801873856,0.9309322881292142,0.5115872807815731,0.7782258064516129,0.5808662125959008,0.3924932646060874,0.0,0.9722921914357683,-1,True,,,1.07828231292517,-1.2426649785895545,-0.6745,-0.2391064037198207,normal,
74,120.93911917098445,305.3419689119171,772.0,41.504832431238235,-33.19325760959647,29.466323986489066,0.9014335359998669,0.47939179977931623,0.7546432062561095,0.5579719791904217,0.4038323653045163,0.002590673575129543,0.9662077596996246,-1,True,,,1.07828231292517,-1.0458629470546619,1.39792746113994,0.9889608850356078,normal,
75,548.7864357864357,113.42568542568543,693.0,42.756865731638484,-37.02080980857951,39.27979126371563,0.8963268971452012,0.14126030207834644,0.7451612903225806,0.4673099050037617,0.4877440517991351,0.0,0.9611650485436893,-1,True,,,1.4407687074829933,-0.26651908054058043,-0.6745,2.006769759520757,normal,
76,302.5011547344111,374.58083140877596,866.0,41.45560383337516,-25.982495787720453,32.119967967934734,0.6593827430474678,0.7506158360789622,0.6367647058823529,0.2789126554747084,0.31886636488103065,0.004618937644341847,0.8342967244701349,-1,True,,,0.646969387755102,1.3529700190171536,3.0204515011548363,27.6135717634664,revisar,gap;solidity
77,121.15974440894568,493.4233226837061,626.0,49.28293119091644,-38.0360677414099,36.54255160266186,0.6446306047005165,0.7557798960056994,0.6167487684729064,0.4732442559263767,0.39655516699801524,0.004792332268370614,0.833555259653795,-1,True,,,1.7481938775510202,-0.31753159084075505,3.1591597444090183,27.763227265606567,revisar,gap;solidity
78,369.6333333333333,298.05185185185184,270.0,44.664048144508975,-36.34766161343567,33.22115128265404,0.9443301190582453,0.21204436850394065,0.7479224376731302,0.5263336540717217,0.41199135416773736,0.0,0.9540636042402827,-1,True,,,3.3816768707482994,-0.7738954805121272,-0.6745,3.44010845574215,revisar,area;solidity
79,545.5,427.0,274.0,42.22733474830962,-32.415076848967985,33.24710822922517,1.0,0.29915107013667136,0.8011695906432749,0.41860464215278625,0.38699689507484436,0.0,0.9716312056737588,-1,True,,,3.3633231292517007,0.15215816912959057,-0.6745,-0.10569460326606592,revisar,area
